rsid,metabolite_id,p,gene,study,biochemical_name
rs964184,metabolite_100010919,9.13e-23,ZPR1,"Hysi, Mangino et. al. 2022",oleoyl-oleoyl-glycerol (18:1/18:1) [2]*
rs2305564,metabolite_100000263,7.99e-23,HPS5,"Hysi, Mangino et. al. 2022",imidazole lactate
rs1171617,metabolite_100001662,7.8e-23,SLC16A9,"Hysi, Mangino et. al. 2022",deoxycarnitine
rs296361,metabolite_100001988,5.53e-23,SULT2A1,"Hysi, Mangino et. al. 2022","5alpha-pregnan-3beta,20alpha-diol disulfate"
rs9424148,metabolite_100001668,4.13e-23,DHTKD1,"Hysi, Mangino et. al. 2022",1-ribosyl-imidazoleacetate*
rs1564348,metabolite_799,2.57e-23,SLC22A1,"Hysi, Mangino et. al. 2022",betaine
rs9891076,metabolite_999952504,2.52e-23,FBF1,"Hysi, Mangino et. al. 2022",X - 24309
rs4148325,metabolite_100000015,2.27e-23,UGT1A8,"Hysi, Mangino et. al. 2022",xanthurenate
rs550045,metabolite_194,2.15e-23,PTRH1,"Hysi, Mangino et. al. 2022",N-formylmethionine
rs8003903,metabolite_1342,1.51e-23,GCH1,"Hysi, Mangino et. al. 2022",3-methoxytyrosine
rs1354034,metabolite_1162,1.15e-23,ARHGEF3,"Hysi, Mangino et. al. 2022",N-acetylneuraminate
chr1:76190926,metabolite_999947642,1.11e-23,ACADM,"Hysi, Mangino et. al. 2022",X - 12101
rs272874,metabolite_100001550,1.09e-23,SLC22A4,"Hysi, Mangino et. al. 2022",homostachydrine*
rs2235197,metabolite_100006435,1.01e-23,UNC93A,"Hysi, Mangino et. al. 2022",N-acetylglucosamine/N-acetylgalactosamine
rs74451798,metabolite_231,7.43e-24,ARG1,"Hysi, Mangino et. al. 2022",arginine
chr12:21414585,metabolite_100020823,6.79e-24,SLCO1A2,"Hysi, Mangino et. al. 2022",lithocholate sulfate (1)
rs3961283,metabolite_407,5.21e-24,SLC7A6,"Hysi, Mangino et. al. 2022",lysine
rs6443851,metabolite_1442,4.98e-24,MCCC1,"Hysi, Mangino et. al. 2022",beta-hydroxyisovalerate
rs72817412,metabolite_2054,1.71e-24,ACSF3,"Hysi, Mangino et. al. 2022",ethylmalonate
rs62192033,metabolite_100002070,1.38e-24,D2HGDH,"Hysi, Mangino et. al. 2022",2-hydroxyglutarate
rs1718309,metabolite_460,1.15e-24,PAH,"Hysi, Mangino et. al. 2022",phenylalanine
rs142192588,metabolite_999947687,8.65e-25,SLC7A5,"Hysi, Mangino et. al. 2022",X - 12100
rs10795395,metabolite_100005466,7.65e-25,PTER,"Hysi, Mangino et. al. 2022",N-acetyltaurine
rs964184,metabolite_100010918,4.04e-25,ZPR1,"Hysi, Mangino et. al. 2022",oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*
rs438568,metabolite_100006290,3.7e-25,SPTLC3,"Hysi, Mangino et. al. 2022","sphingomyelin (d18:1/20:0, d16:1/22:0)*"
rs11519274,metabolite_100002129,2.23e-25,SLCO1B1,"Hysi, Mangino et. al. 2022",pregnenolone sulfate
rs40199,metabolite_100001810,2.19e-25,AGXT2,"Hysi, Mangino et. al. 2022",dimethylarginine (SDMA + ADMA)
rs112329286,metabolite_100008954,1.88e-25,SGPP1,"Hysi, Mangino et. al. 2022",palmitoyl dihydrosphingomyelin (d18:0/16:0)*
rs7253584,metabolite_1538,1.51e-25,CERS4,"Hysi, Mangino et. al. 2022",stearoyl sphingomyelin (d18:1/18:0)
rs6151429,metabolite_100005384,1.42e-25,ARSA,"Hysi, Mangino et. al. 2022",O-sulfo-L-tyrosine
rs13200784,metabolite_999946710,1.17e-25,SLC17A1,"Hysi, Mangino et. al. 2022",X - 17690
chr11:61596322,metabolite_100008921,9.49e-26,FADS2,"Hysi, Mangino et. al. 2022",1-palmitoyl-2-stearoyl-GPC (16:0/18:0)
chr2:65225088,metabolite_999947790,5.28e-26,SLC1A4,"Hysi, Mangino et. al. 2022",X - 13684
rs142384028,metabolite_192,2.28e-26,TUBGCP6,"Hysi, Mangino et. al. 2022",N-acetylputrescine
rs6893782,metabolite_100000007,2.14e-26,SLC22A5,"Hysi, Mangino et. al. 2022",carnitine
rs641738,metabolite_100001778,1.82e-26,TMC4,"Hysi, Mangino et. al. 2022",1-linoleoyl-GPI (18:2)*
chr2:65225088,metabolite_1128,1.58e-26,SLC1A4,"Hysi, Mangino et. al. 2022",2-aminobutyrate
rs3780804,metabolite_1023,1.32e-26,SARDH,"Hysi, Mangino et. al. 2022",sarcosine
rs1648348,metabolite_999946681,6.96e-27,SLC27A2,"Hysi, Mangino et. al. 2022",X - 16935
rs1047891,metabolite_100002253,3.65e-27,CPS1,"Hysi, Mangino et. al. 2022",cinnamoylglycine
rs1873166,metabolite_100002102,2.72e-27,PTER,"Hysi, Mangino et. al. 2022",N-acetyl-beta-alanine
rs35818294,metabolite_100001882,2.69e-27,ATP10D,"Hysi, Mangino et. al. 2022",glycosyl-N-stearoyl-sphingosine (d18:1/18:0)
rs2224995,metabolite_100001300,1.65e-27,HAO2,"Hysi, Mangino et. al. 2022",alpha-hydroxyisovalerate
rs12294486,metabolite_100001541,1.37e-27,HPS5,"Hysi, Mangino et. al. 2022",2-hydroxy-3-methylvalerate
rs7412,metabolite_100008955,1.35e-27,APOE,"Hysi, Mangino et. al. 2022",tricosanoyl sphingomyelin (d18:1/23:0)*
rs11811455,metabolite_100002749,9.26e-28,FMO6P,"Hysi, Mangino et. al. 2022",S-methylcysteine
rs190491362,metabolite_100020541,8.79e-28,SLC22A8,"Hysi, Mangino et. al. 2022",11beta-hydroxyandrosterone glucuronide
rs1469022736,metabolite_100021331,8.24e-28,CYP2C9,"Hysi, Mangino et. al. 2022",metabolonic lactone sulfate
rs99780,metabolite_100009132,7.75e-28,FADS2,"Hysi, Mangino et. al. 2022",1-linoleoyl-2-docosahexaenoyl-GPC (18:2/22:6)*
rs10774020,metabolite_100001540,7.55e-28,SLC6A13,"Hysi, Mangino et. al. 2022",pyroglutamine*
rs4147929,metabolite_100009030,7.08e-28,ABCA7,"Hysi, Mangino et. al. 2022",lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)
rs2524299,metabolite_100009142,6.69e-28,FADS2,"Hysi, Mangino et. al. 2022",1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n6)*
rs73000598,metabolite_999947670,3.08e-28,UBA5,"Hysi, Mangino et. al. 2022",X - 18899
rs76018454,metabolite_999946970,2.99e-28,TAS1R2,"Hysi, Mangino et. al. 2022",X - 17676
rs191081650,metabolite_100003470,2.74e-28,SLC22A24,"Hysi, Mangino et. al. 2022",pregnanediol-3-glucuronide
rs10496193,metabolite_100000743,2.33e-28,ALMS1,"Hysi, Mangino et. al. 2022",2-hydroxyoctanoate
rs6497490,metabolite_999946602,1.97e-28,ACSM2A,"Hysi, Mangino et. al. 2022",X - 11478
rs1047891,metabolite_503,1.4e-28,CPS1,"Hysi, Mangino et. al. 2022",serine
rs588136,metabolite_100001652,1.28e-28,LIPC,"Hysi, Mangino et. al. 2022",2-palmitoyl-GPE (16:0)*
rs7253584,metabolite_100002106,1.12e-28,CERS4,"Hysi, Mangino et. al. 2022","sphingomyelin (d18:1/18:1, d18:2/18:0)"
rs60782127,metabolite_1224,7.56e-29,ABCC1,"Hysi, Mangino et. al. 2022","cys-gly, oxidized"
rs174568,metabolite_100009162,5.54e-29,FADS2,"Hysi, Mangino et. al. 2022",1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*
rs1047891,metabolite_799,4.12e-29,CPS1,"Hysi, Mangino et. al. 2022",betaine
rs58310495,metabolite_100001571,3.66e-29,SLCO1B1,"Hysi, Mangino et. al. 2022",1-arachidonoyl-GPE (20:4n6)*
rs6497490,metabolite_100001083,2.36e-29,ACSM2A,"Hysi, Mangino et. al. 2022",indolepropionate
rs12208357,metabolite_999932698,2.02e-29,SLC22A1,"Hysi, Mangino et. al. 2022",X - 11381
rs4680,metabolite_100020492,1.32e-29,COMT,"Hysi, Mangino et. al. 2022",glucuronide of piperine metabolite C17H21NO3 (4)*
rs2011825,metabolite_100001810,9.18e-30,DDAH1,"Hysi, Mangino et. al. 2022",dimethylarginine (SDMA + ADMA)
chr10:5034014,metabolite_100015971,9.04e-30,AKR1C3,"Hysi, Mangino et. al. 2022",cortolone glucuronide (1)
chr11:61596322,metabolite_100000657,6.32e-30,FADS2,"Hysi, Mangino et. al. 2022","1,2-dipalmitoyl-GPC (16:0/16:0)"
chr1:183122480,metabolite_1162,4.93e-30,LAMC1,"Hysi, Mangino et. al. 2022",N-acetylneuraminate
rs7801560,metabolite_100000580,4.76e-30,MGAM,"Hysi, Mangino et. al. 2022","1,5-anhydroglucitol (1,5-AG)"
rs715,metabolite_1221,1.63e-30,CPS1,"Hysi, Mangino et. al. 2022",creatine
rs2724417,metabolite_100001989,1.44e-30,FDX1,"Hysi, Mangino et. al. 2022",glycocholenate sulfate*
rs174583,metabolite_100008980,8.13e-31,FADS2,"Hysi, Mangino et. al. 2022",1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*
rs964184,metabolite_100002989,6.52e-31,ZPR1,"Hysi, Mangino et. al. 2022",oleoyl-linoleoyl-glycerol (18:1/18:2) [1]
rs1165153,metabolite_100001256,5.1e-31,SLC17A1,"Hysi, Mangino et. al. 2022",N-acetylphenylalanine
rs477992,metabolite_503,4.06e-31,PHGDH,"Hysi, Mangino et. al. 2022",serine
rs499368,metabolite_799,2.11e-31,SLC6A12,"Hysi, Mangino et. al. 2022",betaine
rs61741107,metabolite_100000580,2.45e-32,SLC5A10,"Hysi, Mangino et. al. 2022","1,5-anhydroglucitol (1,5-AG)"
rs12942352,metabolite_100004635,2.21e-32,CDK12,"Hysi, Mangino et. al. 2022",methionine sulfone
rs142192588,metabolite_100000265,2.05e-32,SLC7A5,"Hysi, Mangino et. al. 2022",kynurenine
rs28941785,metabolite_999933140,9.97e-33,CTH,"Hysi, Mangino et. al. 2022",X - 11795
rs8032686,metabolite_100001413,9.04e-33,SLC28A1,"Hysi, Mangino et. al. 2022",N4-acetylcytidine
rs34564463,metabolite_100009066,5.92e-33,TMC4,"Hysi, Mangino et. al. 2022",1-palmitoyl-2-oleoyl-GPI (16:0/18:1)*
rs7538652,metabolite_999946398,4.08e-33,THEM4,"Hysi, Mangino et. al. 2022",X - 21353
rs174583,metabolite_100009343,2.54e-33,FADS2,"Hysi, Mangino et. al. 2022",1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*
rs7969341,metabolite_100001657,2.31e-33,SLCO1B1,"Hysi, Mangino et. al. 2022",glycolithocholate sulfate*
rs6678639,metabolite_999946657,1.09e-33,CYP4B1,"Hysi, Mangino et. al. 2022",X - 14939
rs10274304,metabolite_999946633,1.09e-33,AKR1D1,"Hysi, Mangino et. al. 2022",X - 12844
rs12610227,metabolite_100006290,6.95e-34,CERS4,"Hysi, Mangino et. al. 2022","sphingomyelin (d18:1/20:0, d16:1/22:0)*"
rs10632274,metabolite_999946455,2.26e-34,SLC17A3,"Hysi, Mangino et. al. 2022",X - 21410
rs174583,metabolite_100008994,1.98e-34,FADS2,"Hysi, Mangino et. al. 2022",1-stearoyl-2-linoleoyl-GPI (18:0/18:2)
rs28415528,metabolite_100000997,8.29e-35,THEM4,"Hysi, Mangino et. al. 2022",3-hydroxydecanoate
rs1201459839,metabolite_100009051,1.15e-35,PDXDC1,"Hysi, Mangino et. al. 2022",1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*
rs8032686,metabolite_100001425,8.71e-36,SLC28A1,"Hysi, Mangino et. al. 2022","5,6-dihydrouridine"
rs1126742,metabolite_100021131,7.35e-36,CYP4A11,"Hysi, Mangino et. al. 2022",undecenoylcarnitine (C11:1)
rs99780,metabolite_100010925,5.51e-36,FADS2,"Hysi, Mangino et. al. 2022",palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*
rs626283,metabolite_100009184,4.25e-36,TMC4,"Hysi, Mangino et. al. 2022",1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6)*
rs11045886,metabolite_999946390,2.5e-36,SLCO1B1,"Hysi, Mangino et. al. 2022",X - 11308
rs174533,metabolite_100008916,6.49e-37,MYRF,"Hysi, Mangino et. al. 2022",1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)
rs174576,metabolite_100001776,3.29e-37,FADS2,"Hysi, Mangino et. al. 2022",2-linoleoyl-GPE (18:2)*
rs72796853,metabolite_999946601,2.8e-37,SPAST,"Hysi, Mangino et. al. 2022",X - 11470
rs113272668,metabolite_999953266,1.48e-37,ACAD11,"Hysi, Mangino et. al. 2022",X - 24747
rs184265581,metabolite_999946601,1.03e-37,CFB,"Hysi, Mangino et. al. 2022",X - 11470
rs4363657,metabolite_999946384,2.66e-38,SLCO1B1,"Hysi, Mangino et. al. 2022",X - 21339
rs113513789,metabolite_999946512,2.38e-38,ABCC2,"Hysi, Mangino et. al. 2022",X - 21467
rs6877698,metabolite_799,8.63e-39,DMGDH,"Hysi, Mangino et. al. 2022",betaine
rs112573139,metabolite_100002761,8.07e-39,SULT2A1,"Hysi, Mangino et. al. 2022",androsterone glucuronide
rs174583,metabolite_100009138,6.59e-39,FADS2,"Hysi, Mangino et. al. 2022",1-myristoyl-2-linoleoyl-GPC (14:0/18:2)*
rs99780,metabolite_100002871,6.18e-40,FADS2,"Hysi, Mangino et. al. 2022",1-adrenoyl-GPC (22:4)*
rs11668882,metabolite_1528,5.09e-40,TMC4,"Hysi, Mangino et. al. 2022",1-palmitoyl-2-linoleoyl-GPI (16:0/18:2)
rs9891076,metabolite_999953266,2.69e-40,FBF1,"Hysi, Mangino et. al. 2022",X - 24747
rs174599,metabolite_100001553,1.92e-40,FADS2,"Hysi, Mangino et. al. 2022",1-dihomo-linoleoyl-GPC (20:2)*
rs34564463,metabolite_100008994,7.31e-41,TMC4,"Hysi, Mangino et. al. 2022",1-stearoyl-2-linoleoyl-GPI (18:0/18:2)
rs2939302,metabolite_563,7.07e-41,MIP,"Hysi, Mangino et. al. 2022",glutamine
rs2298581,metabolite_100001007,7.02e-41,ENOSF1,"Hysi, Mangino et. al. 2022",ribonate
rs2229540,metabolite_100000846,6.5e-41,AKR1A1,"Hysi, Mangino et. al. 2022",erythritol
rs35975406,metabolite_100000963,6.1e-41,SLC7A9,"Hysi, Mangino et. al. 2022",homocitrulline
rs968567,metabolite_100009051,2.89e-41,FADS2,"Hysi, Mangino et. al. 2022",1-stearoyl-2-dihomo-linolenoyl-GPC (18:0/20:3n3 or 6)*
rs115249611,metabolite_999946390,1.56e-41,CYP2C19,"Hysi, Mangino et. al. 2022",X - 11308
chr5:1181726,metabolite_100004635,8.57e-42,SLC6A19,"Hysi, Mangino et. al. 2022",methionine sulfone
rs5855544,metabolite_999946455,7.22e-42,ZDHHC19,"Hysi, Mangino et. al. 2022",X - 21410
rs10873201,metabolite_100009014,5.48e-42,TMEM229B,"Hysi, Mangino et. al. 2022",1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*
rs3761097,metabolite_999949592,4.57e-42,PRODH2,"Hysi, Mangino et. al. 2022",X - 11315
rs588136,metabolite_100001461,3.5e-42,LIPC,"Hysi, Mangino et. al. 2022",1-stearoyl-GPE (18:0)
rs5760494,metabolite_100001437,1.67e-42,GGT1,"Hysi, Mangino et. al. 2022",cysteine-glutathione disulfide
rs588136,metabolite_100001567,8.73e-43,LIPC,"Hysi, Mangino et. al. 2022",1-palmitoyl-GPE (16:0)
rs113194389,metabolite_999953267,3.56e-43,ACAD11,"Hysi, Mangino et. al. 2022",X - 24748
rs99780,metabolite_100009146,2.25e-43,FADS2,"Hysi, Mangino et. al. 2022",1-stearoyl-2-adrenoyl-GPC (18:0/22:4)*
rs174533,metabolite_2050,1.98e-43,MYRF,"Hysi, Mangino et. al. 2022",eicosapentaenoate (EPA; 20:5n3)
rs3799344,metabolite_999946266,1.28e-43,SLC17A1,"Hysi, Mangino et. al. 2022",X - 15486
rs7969761,metabolite_1114,9.37e-44,SLC6A13,"Hysi, Mangino et. al. 2022",3-aminoisobutyrate
rs17216177,metabolite_100001989,4.82e-44,ABCC2,"Hysi, Mangino et. al. 2022",glycocholenate sulfate*
rs99780,metabolite_100001674,3.55e-44,FADS2,"Hysi, Mangino et. al. 2022",2-arachidonoyl-GPE (20:4)*
rs174536,metabolite_100009332,2.35e-44,MYRF,"Hysi, Mangino et. al. 2022",arachidonoylcholine
rs80320664,metabolite_999949557,3.11e-45,THEM4,"Hysi, Mangino et. al. 2022",X - 23680
rs174583,metabolite_100008903,1.21e-45,FADS2,"Hysi, Mangino et. al. 2022","1,2-dilinoleoyl-GPC (18:2/18:2)"
chr11:61596322,metabolite_100000616,4.56e-46,FADS2,"Hysi, Mangino et. al. 2022",1-stearoyl-2-arachidonoyl-GPI (18:0/20:4)
rs10774020,metabolite_100000263,1.83e-46,SLC6A13,"Hysi, Mangino et. al. 2022",imidazole lactate
rs6693396,metabolite_999947788,2.08e-47,S100A10,"Hysi, Mangino et. al. 2022",X - 13431
rs2805102,metabolite_100020219,7.08e-49,CCBL1,"Hysi, Mangino et. al. 2022",3-formylindole
rs12610250,metabolite_100006292,1.74e-49,CERS4,"Hysi, Mangino et. al. 2022","sphingomyelin (d18:1/20:1, d18:2/20:0)*"
rs174535,metabolite_100002063,9e-50,MYRF,"Hysi, Mangino et. al. 2022",1-docosapentaenoyl-GPC (22:5n3)*
rs12367888,metabolite_999946681,3.51e-50,SLCO1B1,"Hysi, Mangino et. al. 2022",X - 16935
rs34181437,metabolite_999953266,3.36e-51,EPHX2,"Hysi, Mangino et. al. 2022",X - 24747
rs7160525,metabolite_100006290,3.34e-51,SGPP1,"Hysi, Mangino et. al. 2022","sphingomyelin (d18:1/20:0, d16:1/22:0)*"
rs174580,metabolite_1537,1.12e-51,FADS2,"Hysi, Mangino et. al. 2022",1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)
rs141853891,metabolite_100003271,7.56e-52,ABCC5,"Hysi, Mangino et. al. 2022",beta-citrylglutamate
chr11:61596322,metabolite_100008999,1.54e-52,FADS2,"Hysi, Mangino et. al. 2022",1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*
rs174583,metabolite_100001570,7.57e-53,FADS2,"Hysi, Mangino et. al. 2022",1-linoleoyl-GPE (18:2)*
rs113831731,metabolite_999946707,5.66e-53,ACOT4,"Hysi, Mangino et. al. 2022",X - 17653
rs7160525,metabolite_100009025,4.96e-53,SGPP1,"Hysi, Mangino et. al. 2022","sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*"
rs72688441,metabolite_100000406,3.1e-53,NASP,"Hysi, Mangino et. al. 2022",ribitol
rs1943379,metabolite_100003271,2.62e-53,NAALAD2,"Hysi, Mangino et. al. 2022",beta-citrylglutamate
rs99780,metabolite_100009139,4.29e-54,FADS2,"Hysi, Mangino et. al. 2022",1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*
rs1300417508,metabolite_100001073,3.56e-55,UGT2B17,"Hysi, Mangino et. al. 2022",androsterone sulfate
rs261290,metabolite_1526,8.98e-56,LIPC,"Hysi, Mangino et. al. 2022",1-palmitoyl-2-oleoyl-GPE (16:0/18:1)
rs11519274,metabolite_100020550,4.81e-58,SLCO1B1,"Hysi, Mangino et. al. 2022",deoxycholic acid glucuronide
rs99780,metabolite_100010922,3.75e-58,FADS2,"Hysi, Mangino et. al. 2022",linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*
rs324420,metabolite_100006726,8.06e-59,FAAH,"Hysi, Mangino et. al. 2022",linoleoyl ethanolamide
rs1300417508,metabolite_100002018,6.12e-59,UGT2B17,"Hysi, Mangino et. al. 2022","5alpha-androstan-3alpha,17beta-diol monosulfate (1)"
rs2514036,metabolite_100001256,3.5e-59,ACY3,"Hysi, Mangino et. al. 2022",N-acetylphenylalanine
rs174583,metabolite_100008976,4.93e-60,FADS2,"Hysi, Mangino et. al. 2022",1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*
rs35818294,metabolite_100009272,3.41e-60,ATP10D,"Hysi, Mangino et. al. 2022",glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)
chr1:147135406,metabolite_999953266,4.14e-63,ACP6,"Hysi, Mangino et. al. 2022",X - 24747
rs72796853,metabolite_999946460,1.9e-63,SPAST,"Hysi, Mangino et. al. 2022",X - 11444
rs12367888,metabolite_999946707,1.64e-63,SLCO1B1,"Hysi, Mangino et. al. 2022",X - 17653
rs174583,metabolite_100005371,1.78e-64,FADS2,"Hysi, Mangino et. al. 2022",1-dihomo-linolenoyl-GPE (20:3n3 or 6)*
rs6861226,metabolite_100002009,1.73e-64,UGT3A1,"Hysi, Mangino et. al. 2022","5alpha-pregnan-3beta,20beta-diol monosulfate (1)"
rs76963882,metabolite_100002796,9.93e-65,SLC44A5,"Hysi, Mangino et. al. 2022",cis-4-decenoate (10:1n6)*
rs45446698,metabolite_999946455,5.93e-66,CYP3A5,"Hysi, Mangino et. al. 2022",X - 21410
rs99780,metabolite_100005351,1.28e-67,FADS2,"Hysi, Mangino et. al. 2022",1-eicosapentaenoyl-GPC (20:5)*
rs261290,metabolite_100009209,6.63e-68,LIPC,"Hysi, Mangino et. al. 2022",1-palmitoyl-2-eicosapentaenoyl-GPE (16:0/20:5)*
rs258341,metabolite_1224,3.24e-69,DPEP1,"Hysi, Mangino et. al. 2022","cys-gly, oxidized"
rs11076256,metabolite_100000774,1.75e-69,GOT2,"Hysi, Mangino et. al. 2022",phenyllactate (PLA)
rs261290,metabolite_100008992,8.3e-71,LIPC,"Hysi, Mangino et. al. 2022",1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*
rs12587599,metabolite_999949637,1.94e-72,ASPG,"Hysi, Mangino et. al. 2022",X - 23739
rs7181167,metabolite_100000961,4.11e-73,SPATA5L1,"Hysi, Mangino et. al. 2022",homoarginine
rs3733588,metabolite_1134,1.25e-73,SLC2A9,"Hysi, Mangino et. al. 2022",urate
rs113272668,metabolite_999952504,1.06e-74,ACAD11,"Hysi, Mangino et. al. 2022",X - 24309
rs139566989,metabolite_100001870,1.05e-74,LIPC,"Hysi, Mangino et. al. 2022",1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)
rs99780,metabolite_100008989,7.27e-77,FADS2,"Hysi, Mangino et. al. 2022",1-palmitoyl-2-eicosapentaenoyl-GPC (16:0/20:5)*
rs7780766,metabolite_100001293,1.41e-77,MOGAT3,"Hysi, Mangino et. al. 2022",N-acetylhistidine
rs4921913,metabolite_1113,1.49e-79,NAT2,"Hysi, Mangino et. al. 2022",4-acetamidobutanoate
rs751141,metabolite_999952504,6.64e-80,EPHX2,"Hysi, Mangino et. al. 2022",X - 24309
rs10832919,metabolite_100001300,2.33e-80,HPS5,"Hysi, Mangino et. al. 2022",alpha-hydroxyisovalerate
rs11993554,metabolite_1021,1.82e-80,OPLAH,"Hysi, Mangino et. al. 2022",5-oxoproline
rs12367888,metabolite_999946512,1.17e-80,SLCO1B1,"Hysi, Mangino et. al. 2022",X - 21467
rs28364331,metabolite_338,3.76e-83,ADH1A,"Hysi, Mangino et. al. 2022",gluconate
rs324420,metabolite_1137,1.33e-83,FAAH,"Hysi, Mangino et. al. 2022",oleoyl ethanolamide
rs28415528,metabolite_100002796,7.1e-84,THEM4,"Hysi, Mangino et. al. 2022",cis-4-decenoate (10:1n6)*
rs1126742,metabolite_100001197,2.55e-86,CYP4A11,"Hysi, Mangino et. al. 2022",10-undecenoate (11:1n1)
rs261290,metabolite_100008977,2.17e-86,LIPC,"Hysi, Mangino et. al. 2022",1-stearoyl-2-arachidonoyl-GPE (18:0/20:4)
rs796348424,metabolite_480,1.7099999999999998e-86,DGCR6,"Hysi, Mangino et. al. 2022",proline
rs73063122,metabolite_100021331,3.14e-87,SLCO1B1,"Hysi, Mangino et. al. 2022",metabolonic lactone sulfate
rs99780,metabolite_100001571,2.08e-87,FADS2,"Hysi, Mangino et. al. 2022",1-arachidonoyl-GPE (20:4n6)*
rs174574,metabolite_229,1.44e-87,FADS2,"Hysi, Mangino et. al. 2022",arachidonate (20:4n6)
rs99780,metabolite_100009126,2.23e-91,FADS2,"Hysi, Mangino et. al. 2022",1-arachidoyl-2-arachidonoyl-GPC (20:0/20:4)*
rs7917253,metabolite_999933132,1.39e-91,CYP2C9,"Hysi, Mangino et. al. 2022",X - 11787
rs56723023,metabolite_999946417,1.17e-91,SLC17A1,"Hysi, Mangino et. al. 2022",X - 13866
rs11158671,metabolite_100009160,1.11e-92,TMEM229B,"Hysi, Mangino et. al. 2022",1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*
rs99780,metabolite_100009166,1.03e-92,FADS2,"Hysi, Mangino et. al. 2022","phosphatidylcholine (16:0/22:5n3, 18:1/20:4)*"
rs58603761,metabolite_100001293,8.67e-96,ALMS1,"Hysi, Mangino et. al. 2022",N-acetylhistidine
rs61988865,metabolite_999946681,1.22e-96,ACOT4,"Hysi, Mangino et. al. 2022",X - 16935
rs6546844,metabolite_100004635,5.36e-99,ALMS1,"Hysi, Mangino et. al. 2022",methionine sulfone
rs99780,metabolite_100010937,6.84e-100,FADS2,"Hysi, Mangino et. al. 2022",oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*
rs131805,metabolite_100001446,8.1e-103,SCO2,"Hysi, Mangino et. al. 2022",5-methyluridine (ribothymidine)
rs358240,metabolite_100020377,3.53e-105,GBA3,"Hysi, Mangino et. al. 2022",ethyl beta-glucopyranoside
rs7160525,metabolite_100004328,2.41e-111,SGPP1,"Hysi, Mangino et. al. 2022","sphingomyelin (d18:1/14:0, d16:1/16:0)*"
rs261334,metabolite_100008990,2.1e-112,LIPC,"Hysi, Mangino et. al. 2022",1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*
rs45446698,metabolite_100001987,3.23e-113,CYP3A5,"Hysi, Mangino et. al. 2022","5alpha-androstan-3beta,17beta-diol disulfate"
rs7567585,metabolite_999933132,2.45e-113,ALMS1,"Hysi, Mangino et. al. 2022",X - 11787
rs1165153,metabolite_999946701,2.45e-114,SLC17A1,"Hysi, Mangino et. al. 2022",X - 19141
rs174564,metabolite_100001870,2.68e-121,FADS2,"Hysi, Mangino et. al. 2022",1-palmitoyl-2-linoleoyl-GPE (16:0/18:2)
rs99780,metabolite_100009021,5.3e-125,FADS2,"Hysi, Mangino et. al. 2022",1-palmityl-2-arachidonoyl-GPC (O-16:0/20:4)*
rs1495743,metabolite_100001405,2.6e-126,NAT2,"Hysi, Mangino et. al. 2022",1-methylxanthine
rs261290,metabolite_100008991,4.85e-127,LIPC,"Hysi, Mangino et. al. 2022",1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*
rs5751777,metabolite_100020219,6.94e-128,MIF,"Hysi, Mangino et. al. 2022",3-formylindole
rs45499402,metabolite_100006082,1.56e-131,ABCG2,"Hysi, Mangino et. al. 2022",4-hydroxychlorothalonil
rs10774021,metabolite_100001662,1.17e-138,SLC6A13,"Hysi, Mangino et. al. 2022",deoxycarnitine
rs4921914,metabolite_100001403,3.52e-143,NAT2,"Hysi, Mangino et. al. 2022",5-acetylamino-6-amino-3-methyluracil
rs6705977,metabolite_100004227,3e-143,ALMS1,"Hysi, Mangino et. al. 2022",2-aminooctanoate
rs99780,metabolite_100001554,5.53e-152,FADS2,"Hysi, Mangino et. al. 2022",2-arachidonoyl-GPC (20:4)*
rs1801019,metabolite_445,8.85e-153,UMPS,"Hysi, Mangino et. al. 2022",orotate
rs12367888,metabolite_100019975,1.23e-153,SLCO1B1,"Hysi, Mangino et. al. 2022",hexadecenedioate (C16:1-DC)*
